id_name_1,id_name_2,dist,coords_1,coords_2,norm_coords_1_y,norm_coords_1_x,norm_coords_2_y,norm_coords_2_x
17632796.jpg.json_1_0,17632796.jpg.json_1_1,21.93171219946131,[428.  551.5],[443.  535.5],3.0,-0.5,7.0,7.5
17632796.jpg.json_1_0,17632796.jpg.json_1_2,26.476404589747453,[428.  551.5],[433.  525.5],3.0,-0.5,0.0,4.5
17632796.jpg.json_1_0,17632796.jpg.json_1_3,71.11258679024411,[428.  551.5],[459.  487.5],3.0,-0.5,6.0,9.5
17632796.jpg.json_1_0,17632796.jpg.json_1_4,94.76286192385707,[428.  551.5],[440.  457.5],3.0,-0.5,0.0,102.5
17632796.jpg.json_1_0,17632796.jpg.json_1_5,109.48059188732952,[481.5 636. ],[396.5 705. ],56.5,84.0,1.5,0.0
17632796.jpg.json_1_0,17632796.jpg.json_1_6,91.44397191723463,[425.  551.5],[404.  462.5],0.0,-0.5,3.0,210.5
17632796.jpg.json_1_0,17632796.jpg.json_1_7,125.80143083447024,[425.  551.5],[374.  436.5],0.0,-0.5,31.0,217.5
17632796.jpg.json_1_0,17632796.jpg.json_1_8,74.33034373659252,[424.5 552. ],[354.5 527. ],-0.5,0.0,100.5,3.0
17632796.jpg.json_1_0,17632796.jpg.json_2_9,0.0,[545.5 704. ],[545.5 704. ],120.5,152.0,9.5,128.0
17632796.jpg.json_1_0,17632796.jpg.json_2_10,25.612496949731398,[545.  700.5],[561.  680.5],120.0,148.5,10.0,197.5
17632796.jpg.json_1_0,17632796.jpg.json_2_11,201.6382900145704,[429.5 553. ],[596.5 440. ],4.5,1.0,65.5,284.0
17632796.jpg.json_1_0,17632796.jpg.json_2_12,86.82165628459296,[443.5 573. ],[516.5 526. ],18.5,21.0,10.5,152.0
17632796.jpg.json_1_0,17632796.jpg.json_2_13,23.33452377915607,[497.5 645. ],[514.  628.5],72.5,93.0,97.0,252.5
17632796.jpg.json_1_0,17632796.jpg.json_2_14,258.0561954303752,[428.  551.5],[541.  319.5],3.0,-0.5,91.0,246.5
17632796.jpg.json_1_0,17632796.jpg.json_2_15,159.17600321656528,[428.  551.5],[484.  402.5],3.0,-0.5,153.0,294.5
17632796.jpg.json_1_0,17632796.jpg.json_2_16,63.0317380372777,[511.5 675. ],[464.5 717. ],86.5,123.0,104.5,4.0
17632796.jpg.json_1_0,17632796.jpg.json_2_17,14.560219778561036,[424.5 557. ],[410.5 561. ],-0.5,5.0,146.5,25.0
17632796.jpg.json_1_0,17632796.jpg.json_2_18,37.44329045369811,[464.5 613. ],[433.5 634. ],39.5,61.0,43.5,5.0
17632796.jpg.json_1_0,17632796.jpg.json_2_19,0.0,[446.  577.5],[446.  577.5],21.0,25.5,36.0,43.5
17632796.jpg.json_1_0,17632796.jpg.json_2_20,0.7071067811865476,[426.  551.5],[425.5 552. ],1.0,-0.5,81.5,143.0
17632796.jpg.json_1_0,17632796.jpg.json_2_21,288.40423020475964,[425.  551.5],[321.  282.5],0.0,-0.5,73.0,281.5
17632796.jpg.json_1_0,17632796.jpg.json_2_22,328.3062594590606,[425.  551.5],[273.  260.5],0.0,-0.5,151.0,259.5
17632796.jpg.json_1_0,17632796.jpg.json_2_23,423.6000472143505,[425.  551.5],[171.  212.5],0.0,-0.5,143.0,184.5
17632796.jpg.json_1_0,17632796.jpg.json_2_24,414.004830889689,[424.5 552. ],[ 94.5 302. ],-0.5,0.0,93.5,205.0
