img_tag,tag_nums,height,width,height_norm,width_norm,area,area_bb_norm,area_mask_norm,img_id,centroids_norm_x,centroids_norm_y,x_min,y_min
None_IMG_0520,None,1279,1919,0.99921875,0.9994791666666668,2454401,0.9986983235677084,0.871978759765625,IMG_0520,0.5043065697706071,0.5360845137892416,0,0
soy_1_IMG_0520,soy_1,1053,639,0.82265625,0.3328125,672867,0.273790283203125,0.0549068196614583,IMG_0520,0.2690811372793139,0.2626279108059938,190,0
soy_2_IMG_0520,soy_2,1043,692,0.81484375,0.3604166666666666,721756,0.2936832682291667,0.0687577311197916,IMG_0520,0.5020086815521455,0.2507176187573603,634,0
soy_3_IMG_0520,soy_3,911,453,0.71171875,0.2359375,412683,0.167921142578125,0.031632080078125,IMG_0520,0.7762516508230531,0.2804475050328664,1239,0
None_IMG_0656,None,1279,1919,0.99921875,0.9994791666666668,2454401,0.9986983235677084,0.8894917805989583,IMG_0656,0.5016018998421024,0.5361649494056537,0,0
soy_1_IMG_0656,soy_1,739,681,0.57734375,0.3546875,503259,0.204776611328125,0.0385530598958333,IMG_0656,0.213619048467162,0.2102228823431629,32,0
soy_2_IMG_0656,soy_2,700,387,0.546875,0.2015625,270900,0.1102294921875,0.0427587890625,IMG_0656,0.442073826058201,0.1912712538302691,659,0
soy_3_IMG_0656,soy_3,707,511,0.55234375,0.2661458333333333,361277,0.1470039876302083,0.0474837239583333,IMG_0656,0.7256894561153195,0.2278394155540892,1126,0
None_210615_104220_img,None,1079,1919,0.999074074074074,0.9994791666666668,2070601,0.9985537229938272,0.900081500771605,210615_104220_img,0.4893377896739139,0.5310229087574648,0,0
soy_1_210615_104220_img,soy_1,612,594,0.5666666666666667,0.309375,363528,0.1753125,0.0190726273148148,210615_104220_img,0.4456321851795663,0.2255600647298288,508,15
soy_2_210615_104220_img,soy_2,594,395,0.55,0.2057291666666666,234630,0.1131510416666666,0.0169319058641975,210615_104220_img,0.5630666565793221,0.2883681709336793,915,64
soy_3_210615_104220_img,soy_3,723,978,0.6694444444444444,0.509375,707094,0.3409982638888889,0.0790369405864197,210615_104220_img,0.6275211751509642,0.2054217098220429,728,0
None_IMG_0638,None,1279,1919,0.99921875,0.9994791666666668,2454401,0.9986983235677084,0.8680269368489584,IMG_0638,0.491064727632036,0.5428436181890137,0,0
soy_1_IMG_0638,soy_1,643,550,0.50234375,0.2864583333333333,353650,0.1439005533854166,0.0567427571614583,IMG_0638,0.3550916816958406,0.1660529000778051,419,0
soy_2_IMG_0638,soy_2,638,507,0.4984375,0.2640625,323466,0.13161865234375,0.057901611328125,IMG_0638,0.5830786502657549,0.2083819051346109,860,15
soy_3_IMG_0638,soy_3,477,309,0.37265625,0.1609375,147393,0.059974365234375,0.0284183756510416,IMG_0638,0.910455452682999,0.342954353460002,1610,253
None_IMG_0552,None,1279,1919,0.99921875,0.9994791666666668,2454401,0.9986983235677084,0.9245564778645832,IMG_0552,0.4838663174349416,0.5126480045820332,0,0
soy_1_IMG_0552,soy_1,1023,916,0.79921875,0.4770833333333333,937068,0.3812939453125,0.0541499837239583,IMG_0552,0.622550147218319,0.3026570272638808,733,0
soy_2_IMG_0552,soy_2,426,229,0.3328125,0.1192708333333333,97554,0.03969482421875,0.0082210286458333,IMG_0552,0.5670413346367056,0.3674548898114235,961,317
soy_3_IMG_0552,soy_3,830,319,0.6484375,0.1661458333333333,264770,0.1077351888020833,0.0251985677083333,IMG_0552,0.8882406786913836,0.4249995963053868,1577,252
None_IMG_0759,None,1279,1919,0.99921875,0.9994791666666668,2454401,0.9986983235677084,0.8701045735677083,IMG_0759,0.4891103816058719,0.5360904915294087,0,0
soy_1_IMG_0759,soy_1,744,748,0.58125,0.3895833333333333,556512,0.2264453125,0.0488155110677083,IMG_0759,0.2596458599026971,0.2362554206711734,90,0
soy_2_IMG_0759,soy_2,815,711,0.63671875,0.3703125,579465,0.235784912109375,0.0603853352864583,IMG_0759,0.5762758614493417,0.2332079971850299,823,0
soy_3_IMG_0759,soy_3,901,432,0.70390625,0.225,389232,0.15837890625,0.0412320963541666,IMG_0759,0.9341006080260924,0.3216568818956499,1487,0
None_210610_111936_img,None,1079,1919,0.999074074074074,0.9994791666666668,2070601,0.9985537229938272,0.7906804591049382,210610_111936_img,0.5300201737920757,0.5613316943384705,0,0
soy_1_210610_111936_img,soy_1,550,249,0.5092592592592593,0.1296875,136950,0.0660445601851851,0.0178544560185185,210610_111936_img,0.0533472576731581,0.2090461034732163,0,0
soy_2_210610_111936_img,soy_2,433,359,0.4009259259259259,0.1869791666666666,155447,0.0749647955246913,0.0147463348765432,210610_111936_img,0.1156756389397606,0.1286690624825885,46,0
soy_3_210610_111936_img,soy_3,578,71,0.5351851851851852,0.0369791666666666,41038,0.0197907021604938,0.0022554976851851,210610_111936_img,0.2023395739790464,0.3629433635046207,361,6
soy_4_210610_111936_img,soy_4,571,271,0.5287037037037037,0.1411458333333333,154741,0.074624324845679,0.0205951003086419,210610_111936_img,0.2508613519372765,0.1958992014306255,336,0
soy_5_210610_111936_img,soy_5,638,739,0.5907407407407408,0.3848958333333333,471482,0.227373649691358,0.0572164351851851,210610_111936_img,0.2583243121228212,0.2116057124519415,208,0
soy_6_210610_111936_img,soy_6,754,720,0.6981481481481482,0.375,542880,0.2618055555555555,0.0432450810185185,210610_111936_img,0.5231553115207476,0.2688265409588996,676,0
soy_7_210610_111936_img,soy_7,824,746,0.762962962962963,0.3885416666666667,614704,0.2964429012345679,0.0796363811728395,210610_111936_img,0.5713770363512864,0.3680904318333618,795,0
None_IMG_0629,None,1279,1919,0.99921875,0.9994791666666668,2454401,0.9986983235677084,0.7581131998697916,IMG_0629,0.5236721496401145,0.523140390105757,0,0
