id_names,condition,type,ierarchy,group,kind,ripeness,stage,integrity,class,class_type,tag_nums,alpha_horizons,centroids_norm_x,centroids_norm_y,main_diag_width,main_diag_height,main_diag_x0,main_diag_x1,main_diag_y0,main_diag_y1,main_diag_norm_x0,main_diag_norm_x1,main_diag_norm_y0,main_diag_norm_y1,part_height,part_width,height_norm,width_norm,area,area_bb_norm,area_mask_norm,x0_coord,y0_coord,x_coord_object,y_coord_object,x_coord_object_norm,y_coord_object_norm,height_norm_plant,width_norm_plant,area_bb_norm_plant,area_mask_norm_plant,img_id,obj_id,neighbour_part_types,connection_points,connection_points_norm,neighbours_count
Test_1628.jpg.json_2_1,2,-1,-1,0,0,-1,-1,-1,0,2,diseased,35.52345534686609,0.69330789852598,0.2130517030601086,659.7461905535581,471,1681.5736923791992,1021.8275018256412,104,575,0.8210809044820309,0.4989392098758013,0.0761904761904762,0.4212454212454212,471,665,0.345054945054945,0.32470703125,90416,0.112041766826923,0.0323431776556776,1094,104,883.5,235.5,0.5878243512974052,0.1870532168387609,0.3741064336775218,0.4424484364604125,0.1655228066504005,0.0477815880021793,Test_1628,Test_1628_diseased,"[0, 2, 1, 1, 2]","[[417, 1132], [569, 1093], [107, 1728], [110, 1662], [172, 1756]]","[[313, 38], [465, 0], [3, 634], [6, 568], [68, 662]]",5
Test_1628.jpg.json_2_2,2,-1,-1,0,0,-1,-1,-1,0,2,diseased,61.95666304423101,0.8824743593932406,0.2135340304651795,142.2255686958631,267,1878.9390769472852,1736.7135082514224,157,424,0.9174507211656668,0.8480046427008898,0.115018315018315,0.3106227106227106,267,436,0.1956043956043956,0.212890625,77951,0.041642342032967,0.0278842576694139,1595,157,1270.0,186.5,0.8449767132401863,0.14813343923749,0.2120730738681493,0.290086493679308,0.0615195344022043,0.0411942860374036,Test_1628,Test_1628_diseased,"[2, 2, 1, 1, 1, 1]","[[423, 1696], [172, 1756], [172, 1758], [163, 1805], [159, 1899], [266, 2026]]","[[266, 101], [15, 161], [15, 163], [6, 210], [2, 304], [109, 431]]",6
Test_1628.jpg.json_2_3,2,-1,-1,0,0,-1,-1,-1,0,2,diseased,53.30281461263517,0.4835361964429707,0.5092599019397608,408.42473643257824,548,1199.0704700107922,790.6457335782139,415,963,0.5854836279349571,0.3860574870987373,0.304029304029304,0.7054945054945055,548,965,0.4014652014652015,0.47119140625,328327,0.1891669528388278,0.1174475589514652,543,415,482.5,585.0,0.321024617431803,0.4646544876886417,0.4352660841938046,0.6420492348636061,0.2794622563187102,0.1735089524419522,Test_1628,Test_1628_diseased,"[0, 2, 2, 2, 1]","[[963, 809], [622, 1458], [607, 1453], [569, 1093], [676, 1508]]","[[548, 266], [207, 915], [192, 910], [154, 550], [261, 965]]",5
Test_1628.jpg.json_2_4,2,-1,-1,0,0,-1,-1,-1,0,2,diseased,39.43187891918561,0.6703971806614185,0.5993946685733059,435.3422599029111,358,1623.6888850180403,1188.3466251151294,612,970,0.7928168383877151,0.5802473755444968,0.4483516483516483,0.7106227106227107,358,472,0.2622710622710623,0.23046875,57989,0.0604452838827838,0.0207435468177655,1143,612,836.0,687.0,0.5562208915502329,0.545671167593328,0.284352660841938,0.3140385894876913,0.0892977085278741,0.0306450905443547,Test_1628,Test_1628_diseased,"[0, 1, 2, 2, 2]","[[952, 1235], [676, 1509], [710, 1607], [611, 1457], [622, 1458]]","[[340, 92], [64, 366], [98, 464], [0, 314], [10, 315]]",5
Test_1628.jpg.json_2_5,0,-1,-1,0,0,-1,-1,-1,0,2,plant_1,69.39874931743465,0.9407277086978256,0.4369809292990262,149.23238003371944,397,2000.0909310775628,1850.8585510438436,401,798,0.9766068999402162,0.9037395268768766,0.2937728937728938,0.5846153846153846,397,283,0.2908424908424908,0.13818359375,68017,0.0401896605998168,0.0243307148580586,1763,401,1158.5,599.5,0.8911538461538462,0.4404849375459221,0.2916972814107274,0.2176923076923076,0.0635002543378737,0.0384428870174645,Test_1628,Test_1628_plant_1,"[1, 1, 1, 1, 1, 2]","[[698, 1764], [696, 1773], [770, 1773], [798, 1835], [478, 1877], [727, 2046]]","[[297, 1], [295, 10], [369, 10], [397, 72], [77, 114], [326, 283]]",6
Test_1628.jpg.json_2_6,2,-1,-1,0,0,-1,-1,-1,0,2,diseased,75.9986977259329,0.9487092940368248,0.5547457554675166,24.9352144884233,100,1955.481082802317,1930.5458683138936,707,807,0.9548247474620688,0.9426493497626436,0.517948717948718,0.5912087912087912,100,216,0.0732600732600732,0.10546875,16626,0.0077266483516483,0.0059473729395604,1830,707,1395.0,653.0,0.9281437125748504,0.5186656076250993,0.0794281175536139,0.1437125748502994,0.0114148192891421,0.0087862400695035,Test_1628,Test_1628_diseased,"[1, 2, 2, 1]","[[807, 1849], [727, 2046], [801, 2040], [752, 1840]]","[[100, 19], [20, 216], [94, 210], [45, 10]]",4
Test_1628.jpg.json_2_7,2,-1,-1,0,0,-1,-1,-1,0,2,diseased,89.57822582906243,0.9010483083926898,0.7936767604601879,4.210767106105777,572,1847.4992027794344,1843.2884356733284,791,1363,0.9020992201071456,0.9000431814811174,0.5794871794871795,0.9985347985347984,572,443,0.419047619047619,0.21630859375,224105,0.0906436011904762,0.0801657652243589,1603,791,1281.5,973.0,0.8526280771789754,0.7728355837966641,0.4543288324066719,0.2947438456420492,0.1339106272496045,0.1184313924441294,Test_1628,Test_1628_diseased,"[2, 1, 2, 1]","[[801, 2040], [823, 1768], [1237, 1641], [813, 1822]]","[[10, 437], [32, 165], [446, 38], [22, 219]]",4
Test_1628.jpg.json_2_8,0,-1,-1,0,0,-1,-1,-1,0,2,plant_1,68.30791006789073,0.7159350778174213,0.9257552627350152,106.20950847035942,267,1533.7222053636076,1427.5126968932482,1094,1361,0.748887795587699,0.6970276840299063,0.8014652014652015,0.9970695970695972,267,462,0.1956043956043956,0.2255859375,71120,0.0441256009615384,0.0254407051282051,1187,1094,672.0,1227.5,0.5169230769230769,0.9019103600293902,0.1961792799412197,0.3553846153846154,0.0697190979483411,0.0401966879556886,Test_1628,Test_1628_plant_1,"[2, 1, 2, 0]","[[1156, 1410], [1095, 1502], [1239, 1636], [1359, 1187]]","[[62, 223], [1, 315], [145, 449], [265, 0]]",4
Test_1628.jpg.json_2_9,2,-1,-1,0,0,-1,-1,-1,0,2,diseased,128.13746127321576,0.769078046344586,0.4551023475064559,98.14456262659884,125,1530.1493418426817,1628.2939044692805,564,689,0.7471432333216218,0.7950653830416408,0.4131868131868131,0.5047619047619047,125,226,0.0915750915750915,0.1103515625,17233,0.0101054544413919,0.0061645060668498,1450,564,1020.0,522.5,0.6786427145708582,0.415011914217633,0.0992851469420174,0.1503659347970725,0.0149291039314011,0.0091070176300827,Test_1628,Test_1628_diseased,"[1, 1, 2, 2]","[[675, 1672], [684, 1617], [607, 1453], [611, 1457]]","[[111, 222], [120, 167], [43, 3], [47, 7]]",4
Test_1628.jpg.json_2_10,2,-1,-1,0,0,-1,-1,-1,0,2,diseased,64.11777026582993,0.7238778933232951,0.6934327624787932,219.7913829109757,453,1598.7224273530287,1378.931044442053,707,1160,0.780626185230971,0.6733061740439712,0.517948717948718,0.8498168498168498,453,322,0.3318681318681318,0.1572265625,65956,0.052178485576923,0.0235934638278388,1325,707,943.0,829.5,0.6274118429807053,0.6588562351072279,0.3598093725178713,0.2142381902860944,0.0770849088162039,0.0348553620849378,Test_1628,Test_1628_diseased,"[0, 2, 1, 1, 2]","[[1160, 1401], [710, 1607], [710, 1634], [913, 1588], [1155, 1410]]","[[453, 76], [3, 282], [3, 309], [206, 263], [448, 85]]",5
