id_names,condition,type,ierarchy,group,kind,ripeness,stage,integrity,class,class_type,tag_nums,alpha_horizons,centroids_norm_x,centroids_norm_y,main_diag_width,main_diag_height,main_diag_x0,main_diag_x1,main_diag_y0,main_diag_y1,main_diag_norm_x0,main_diag_norm_x1,main_diag_norm_y0,main_diag_norm_y1,part_height,part_width,height_norm,width_norm,area,area_bb_norm,area_mask_norm,x0_coord,y0_coord,x_coord_object,y_coord_object,x_coord_object_norm,y_coord_object_norm,height_norm_plant,width_norm_plant,area_bb_norm_plant,area_mask_norm_plant,img_id,obj_id,neighbour_part_types,connection_points,connection_points_norm,neighbours_count
11.jpg.json_4_1,0,-1,-1,0,-1,-1,-1,-1,0,4,plant_1,74.01892175152125,0.24711680433058,0.5864647907041859,54.98649962164785,192,148.54071505083243,93.55421542918458,206,398,0.2970814301016649,0.1871084308583691,0.412,0.796,192,205,0.384,0.41,21429,0.15744,0.085716,49,206,150.5,263.0,0.3028169014084507,0.5729847494553377,0.4183006535947712,0.4124748490945674,0.1725384989676621,0.093936166015702,11,11_plant_1,"[0, 4, 2, 4, 2, 2, 4, 4]","[[240, 207], [241, 246], [398, 105], [278, 251], [240, 208], [223, 56], [270, 254], [253, 239]]","[[34, 158], [35, 197], [192, 56], [72, 202], [34, 159], [17, 7], [64, 205], [47, 190]]",8
11.jpg.json_4_2,0,-1,-1,0,-1,-1,-1,-1,0,4,plant_1,108.77657761539606,0.7124814308887562,0.7371635789293947,66.97441668027255,197,321.36581437119764,388.3402310514702,266,463,0.6427316287423953,0.7766804621029404,0.532,0.926,197,198,0.394,0.396,23426,0.156024,0.093704,253,266,351.0,325.5,0.7062374245472837,0.7091503267973857,0.429193899782135,0.3983903420523139,0.1709867045409713,0.1026902153662717,11,11_plant_1,"[4, 2, 4, 4, 4, 4, 2, 2]","[[281, 252], [318, 388], [267, 255], [265, 271], [270, 254], [266, 256], [334, 281], [265, 286]]","[[15, 0], [52, 135], [1, 2], [0, 18], [4, 1], [0, 3], [68, 28], [0, 33]]",8
11.jpg.json_4_3,0,-1,-1,0,-1,-1,-1,-1,0,4,plant_1,94.27014050555746,0.5029037656903765,0.6304407252440725,4.703977236866081,63,248.67277588452217,253.37675312138825,278,341,0.4973455517690443,0.5067535062427765,0.556,0.682,63,17,0.126,0.034,717,0.004284,0.002868,244,278,251.5,270.5,0.506036217303823,0.5893246187363834,0.1372549019607843,0.0342052313883299,0.0046948356807511,0.0031430412540603,11,11_plant_1,"[4, 2, 4, 2, 2]","[[278, 251], [334, 259], [281, 252], [341, 254], [341, 248]]","[[0, 7], [56, 15], [3, 8], [63, 10], [63, 4]]",5
11.jpg.json_4_4,0,-1,-1,0,-1,-1,-1,-1,0,4,plant_1,18.07652643311002,0.6228462585034014,0.5127156462585034,49.02006087036466,16,333.96568785603097,284.9456269856663,249,265,0.667931375712062,0.5698912539713327,0.498,0.53,16,75,0.032,0.15,735,0.0048,0.00294,271,249,307.5,218.0,0.6187122736418511,0.4749455337690632,0.0348583877995642,0.1509054325955734,0.0052603200904775,0.0032219460554174,11,11_plant_1,"[4, 2, 4]","[[265, 271], [256, 285], [265, 270]]","[[16, 0], [7, 14], [16, 0]]",3
11.jpg.json_4_5,0,-1,-1,0,-1,-1,-1,-1,0,4,plant_1,71.5715087980753,0.63299001507159,0.2737266390354183,70.97332707154112,213,344.43894558948296,273.46561851794183,53,266,0.6888778911789659,0.5469312370358836,0.106,0.532,213,167,0.426,0.334,21232,0.142284,0.084928,244,53,326.5,120.5,0.6569416498993964,0.2625272331154684,0.4640522875816993,0.3360160965794768,0.1559290382819794,0.0930725968008486,11,11_plant_1,"[4, 4, 2, 4, 0, 2, 4]","[[266, 256], [264, 252], [125, 411], [265, 270], [124, 411], [248, 284], [241, 246]]","[[213, 12], [211, 8], [72, 167], [212, 26], [71, 167], [195, 40], [188, 2]]",7
11.jpg.json_4_6,0,-1,-1,0,-1,-1,-1,-1,0,4,plant_1,95.5291417976684,0.4805128733264676,0.443491246138002,7.744192753368082,80,236.7961742240389,244.540366977407,186,266,0.4735923484480778,0.489080733954814,0.372,0.532,80,23,0.16,0.046,971,0.00736,0.003884,230,186,240.5,187.0,0.4839034205231388,0.4074074074074074,0.1742919389978213,0.0462776659959758,0.0080658241387321,0.0042564756732113,11,11_plant_1,"[2, 4, 4, 0]","[[248, 234], [253, 239], [264, 252], [216, 247]]","[[62, 4], [67, 9], [78, 22], [30, 17]]",4
11.jpg.json_2_7,0,-1,-1,0,0,-1,-1,-1,0,2,plant_1,110.36038032504784,0.4351830282861897,0.4467254575707154,20.039925760107224,54,207.43693907915932,227.47686483926657,196,250,0.4148738781583186,0.4549537296785331,0.392,0.5,54,33,0.108,0.066,1202,0.007128,0.004808,202,196,217.5,184.0,0.4376257545271629,0.4008714596949891,0.1176470588235294,0.0663983903420523,0.007811575334359,0.0052690872906283,11,11_plant_1,"[4, 0, 4]","[[248, 234], [211, 229], [240, 208]]","[[52, 32], [15, 27], [44, 6]]",3
11.jpg.json_2_8,2,-1,-1,0,0,-1,-1,-1,0,2,diseased,70.65223272531554,0.9190779162956366,0.6216473731077471,28.792760939584756,82,474.92682315314727,446.1340622135625,267,349,0.9498536463062944,0.892268124427125,0.534,0.698,82,109,0.164,0.218,4492,0.035752,0.017968,389,267,247.5,150.0,0.8195364238410596,0.5067567567567568,0.277027027027027,0.3609271523178808,0.0999865759799534,0.0502505817075353,11,11_diseased,[4],"[[318, 388]]","[[51, 0]]",1
11.jpg.json_2_9,0,-1,-1,0,0,-1,-1,-1,0,2,plant_1,77.79226055322195,0.4912063241106719,0.8463328063241107,37.8610837964886,175,267.2740682479729,229.41298445148428,323,498,0.5345481364959458,0.4588259689029685,0.646,0.996,175,53,0.35,0.106,2530,0.0370999999999999,0.01012,228,323,253.5,371.5,0.5100603621730382,0.809368191721133,0.3812636165577342,0.1066398390342052,0.0406578906993157,0.0110905081907567,11,11_plant_1,"[4, 4, 2]","[[336, 265], [334, 281], [373, 249]]","[[13, 37], [11, 53], [50, 21]]",3
11.jpg.json_2_10,2,-1,-1,0,0,-1,-1,-1,0,2,diseased,62.585023241542544,0.4556463963963963,0.7903412162162162,59.12979790240894,114,256.4392237033334,197.3094258009245,340,454,0.5128784474066669,0.3946188516018489,0.68,0.908,114,64,0.228,0.128,1776,0.029184,0.007104,196,340,32.0,239.0,0.1059602649006622,0.8074324324324325,0.3851351351351351,0.2119205298013245,0.0816180418829425,0.0198675496688741,11,11_diseased,"[2, 2, 4]","[[373, 249], [344, 247], [341, 254]]","[[33, 53], [4, 51], [1, 58]]",3
