id_names,condition,type,ierarchy,group,kind,ripeness,stage,integrity,class,class_type,tag_nums,alpha_horizons,centroids_norm_x,centroids_norm_y,main_diag_width,main_diag_height,main_diag_x0,main_diag_x1,main_diag_y0,main_diag_y1,main_diag_norm_x0,main_diag_norm_x1,main_diag_norm_y0,main_diag_norm_y1,part_height,part_width,height_norm,width_norm,area,area_bb_norm,area_mask_norm,x0_coord,y0_coord,x_coord_object,y_coord_object,x_coord_object_norm,y_coord_object_norm,height_norm_plant,width_norm_plant,area_bb_norm_plant,area_mask_norm_plant,img_id,obj_id,neighbour_part_types,connection_points,connection_points_norm,neighbours_count
tomato0.png.json_3_0,0,-1,-1,0,-1,0,0,0,0,3,plant_1,97.17075315643352,0.4210521924272068,0.7710219818160894,14.090810914543397,112,161.4369941444168,175.52780505896018,330,442,0.403592485361042,0.4388195126474004,0.66,0.884,112,99,0.224,0.2475,8689,0.05544,0.043445,120,330,129.5,359.0,0.361731843575419,0.7622080679405521,0.2377919320594479,0.276536312849162,0.0657581041169981,0.0515306788124636,tomato0,tomato0_plant_1,"[3, 1, 1, 1]","[[354, 123], [357, 208], [329, 160], [335, 140]]","[[24, 3], [27, 88], [0, 40], [5, 20]]",4
tomato0.png.json_3_1,0,-1,-1,0,-1,0,0,0,0,3,plant_1,93.531466531095,0.2085107552205997,0.6555355628827132,5.554249898240911,90,80.6415082491829,86.19575814742382,283,373,0.2016037706229572,0.2154893953685595,0.566,0.746,90,90,0.18,0.225,6369,0.0405,0.031845,40,283,45.0,301.0,0.1256983240223463,0.6390658174097664,0.1910828025477707,0.2513966480446927,0.0480375760594954,0.0377717681386328,tomato0,tomato0_plant_1,"[3, 1, 1, 3]","[[310, 41], [322, 129], [325, 130], [354, 123]]","[[27, 1], [39, 89], [42, 90], [71, 83]]",4
tomato0.png.json_1_2,0,0,0,-1,-1,-1,-1,-1,0,1,plant_2,91.85792794379871,0.3497899159663866,0.6572436974789916,0.4216982951942611,13,139.7011646692869,140.12286296448116,322,335,0.3492529116732172,0.3503071574112029,0.644,0.67,13,10,0.026,0.025,119,0.00065,0.000595,135,322,139.0,327.5,0.569672131147541,0.7229580573951435,0.0286975717439293,0.040983606557377,0.0011761299895053,0.0010766112980856,tomato0,tomato0_plant_2,"[3, 1]","[[335, 140], [325, 134]]","[[13, 5], [3, 0]]",2
tomato0.png.json_1_3,0,0,0,-1,-1,-1,-1,-1,0,1,plant_2,77.59884877231696,0.3551177226027397,0.545667808219178,20.4493350863533,93,151.02586525637548,130.57653017002218,232,325,0.3775646631409387,0.3264413254250554,0.464,0.65,93,39,0.186,0.0975,1168,0.018135,0.00584,128,232,146.5,277.5,0.6004098360655737,0.6125827814569537,0.2052980132450331,0.1598360655737705,0.0328140267071979,0.0105670755980168,tomato0,tomato0_plant_2,"[1, 1, 3, 2, 1]","[[325, 134], [253, 136], [322, 129], [251, 167], [247, 164]]","[[93, 6], [21, 8], [90, 1], [19, 39], [15, 36]]",5
tomato0.png.json_1_4,0,0,0,-1,-1,-1,-1,-1,0,1,plant_2,101.71090842529549,0.4445419819017949,0.493896751223854,93.90173816843608,453,126.8344970219467,220.7362351903828,1,454,0.3170862425548668,0.5518405879759569,0.002,0.908,453,108,0.906,0.27,6741,0.24462,0.033705,137,1,190.0,226.5,0.7786885245901639,0.5,1.0,0.4426229508196721,0.4426229508196721,0.0609868635327326,tomato0,tomato0_plant_2,"[2, 3, 1, 2, 2, 1, 2]","[[209, 155], [357, 208], [247, 164], [440, 234], [44, 147], [330, 173], [65, 137]]","[[208, 18], [356, 71], [246, 27], [439, 97], [43, 10], [329, 36], [64, 0]]",7
tomato0.png.json_1_5,0,0,0,-1,-1,-1,-1,-1,0,1,plant_1,95.8102368657072,0.9425981281905842,0.395396710153148,37.446505913447766,368,359.66953126865,397.1160371820978,27,395,0.8991738281716251,0.9927900929552445,0.054,0.79,368,52,0.736,0.13,8815,0.09568,0.044075,346,27,332.0,184.0,0.9273743016759776,0.3906581740976645,0.7813163481953291,0.1452513966480447,0.1134872907993215,0.0522779299956113,tomato0,tomato0_plant_1,"[2, 3, 2, 2]","[[73, 359], [277, 378], [393, 396], [333, 377]]","[[46, 13], [250, 32], [366, 50], [306, 31]]",4
tomato0.png.json_1_6,0,0,0,-1,-1,-1,-1,-1,0,1,plant_2,123.09230484812474,0.2164624886672711,0.3604768812330008,184.18466883305183,314,0.0,184.18466883305183,16,330,0.0,0.4604616720826295,0.032,0.66,314,171,0.628,0.4275,4412,0.26847,0.02206,1,16,85.5,172.0,0.3504098360655737,0.379690949227373,0.6931567328918322,0.7008196721311475,0.4857778742807512,0.0399160424130568,tomato0,tomato0_plant_2,"[1, 1, 2, 2, 3]","[[330, 172], [253, 136], [182, 116], [174, 86], [329, 160]]","[[314, 171], [237, 135], [166, 115], [158, 85], [313, 159]]",5
tomato0.png.json_3_7,0,-1,-1,0,-1,0,0,0,0,3,plant_2,79.491701327259,0.049960678807947,0.6091390728476821,5.935643629562286,32,22.68675827504901,16.751114645486723,290,322,0.0567168956876225,0.0418777866137168,0.58,0.644,32,41,0.064,0.1025,1208,0.00656,0.00604,1,290,20.5,305.0,0.0840163934426229,0.673289183222958,0.0706401766004415,0.1680327868852459,0.0118698657402381,0.0109289617486338,tomato0,tomato0_plant_2,"[3, 3]","[[289, 13], [310, 39]]","[[0, 12], [20, 38]]",2
tomato0.png.json_3_8,0,-1,-1,0,-1,0,0,0,0,3,plant_2,91.44027102655603,0.059280303030303,0.525139577594123,1.3074239151725386,52,23.04408318722964,24.351507102402177,236,288,0.0576102079680741,0.0608787677560054,0.472,0.576,52,47,0.104,0.1175,2178,0.0122199999999999,0.01089,1,236,23.5,261.0,0.096311475409836,0.5761589403973509,0.1147902869757174,0.1926229508196721,0.0221112438026996,0.0197047009010965,tomato0,tomato0_plant_2,"[3, 3, 3]","[[235, 22], [288, 13], [235, 27]]","[[0, 21], [52, 12], [0, 26]]",3
tomato0.png.json_3_9,0,-1,-1,0,-1,0,0,0,0,3,plant_2,92.94239181505031,0.0624420209828823,0.4016863611264494,2.878378608693339,56,23.391480693916307,26.26985930260965,170,226,0.0584787017347907,0.0656746482565241,0.34,0.452,56,41,0.112,0.1025,1811,0.0114799999999999,0.009055,4,170,23.5,197.0,0.096311475409836,0.434878587196468,0.1236203090507726,0.1680327868852459,0.0207722650454167,0.0163843954691853,tomato0,tomato0_plant_2,"[3, 2, 3]","[[225, 21], [177, 34], [226, 22]]","[[55, 17], [7, 30], [56, 18]]",3
