id_name_1,id_name_2,dist,coords_1,coords_2
tomato0.png.json_3_0,tomato0.png.json_3_1,0.0,[354.  123.5],[354.  123.5]
tomato0.png.json_3_0,tomato0.png.json_1_2,0.0,[335.5 140. ],[335.5 140. ]
tomato0.png.json_3_0,tomato0.png.json_1_3,11.313708498984761,[333.5 142. ],[325.5 134. ]
tomato0.png.json_3_0,tomato0.png.json_1_4,0.0,[357.  208.5],[357.  208.5]
tomato0.png.json_3_0,tomato0.png.json_1_5,159.0125781188394,[376.  218.5],[374.  377.5]
tomato0.png.json_3_0,tomato0.png.json_1_6,0.0,[329.5 160. ],[329.5 160. ]
tomato0.png.json_3_0,tomato0.png.json_3_7,93.91485505499116,[350.  124.5],[308.   40.5]
tomato0.png.json_3_0,tomato0.png.json_3_8,105.26157893552613,[347.  126.5],[281.   44.5]
tomato0.png.json_3_0,tomato0.png.json_3_9,147.12239802287073,[336.5 137. ],[222.5  44. ]
tomato0.png.json_3_0,tomato0.png.json_3_10,134.61797799699713,[336.5 137. ],[235.5  48. ]
tomato0.png.json_3_0,tomato0.png.json_3_11,164.47796204963143,[358.  209.5],[275.  351.5]
tomato0.png.json_3_0,tomato0.png.json_3_12,150.65523555456014,[356.5 208. ],[247.5 312. ]
tomato0.png.json_3_0,tomato0.png.json_3_13,158.38244852255568,[343.5 195. ],[221.5 296. ]
tomato0.png.json_3_0,tomato0.png.json_3_14,180.9447429465692,[339.5 190. ],[185.5 285. ]
tomato0.png.json_3_0,tomato0.png.json_2_15,148.86235252742716,[336.5 137. ],[208.5  61. ]
tomato0.png.json_3_0,tomato0.png.json_2_16,30.528675044947494,[422.  209.5],[438.  235.5]
tomato0.png.json_3_0,tomato0.png.json_2_17,200.1724256734678,[331.5 175. ],[141.5 238. ]
tomato0.png.json_3_0,tomato0.png.json_2_18,84.1486779456457,[329.5 169. ],[245.5 174. ]
tomato0.png.json_3_0,tomato0.png.json_2_19,113.26517558367179,[376.  218.5],[349.  328.5]
tomato0.png.json_3_1,tomato0.png.json_1_2,4.0,[325.  130.5],[325.  134.5]
tomato0.png.json_3_1,tomato0.png.json_1_3,0.0,[322.5 129. ],[322.5 129. ]
tomato0.png.json_3_1,tomato0.png.json_1_4,40.52159917870962,[323.  130.5],[312.  169.5]
tomato0.png.json_3_1,tomato0.png.json_1_5,244.5240274492468,[323.  130.5],[307.  374.5]
tomato0.png.json_3_1,tomato0.png.json_1_6,21.470910553583888,[311.  126.5],[301.  145.5]
tomato0.png.json_3_1,tomato0.png.json_3_7,2.0,[310.   41.5],[310.   39.5]
tomato0.png.json_3_1,tomato0.png.json_3_8,12.727922061357855,[292.5  51. ],[283.5  42. ]
tomato0.png.json_3_1,tomato0.png.json_3_9,63.56099432828282,[283.5  64. ],[225.5  38. ]
tomato0.png.json_3_1,tomato0.png.json_3_10,50.59644256269407,[283.5  64. ],[235.5  48. ]
tomato0.png.json_3_1,tomato0.png.json_3_11,221.35943621178654,[323.  130.5],[253.  340.5]
tomato0.png.json_3_1,tomato0.png.json_3_12,193.54586019855861,[311.  126.5],[235.  304.5]
tomato0.png.json_3_1,tomato0.png.json_3_13,191.06281689538653,[311.  126.5],[220.  294.5]
tomato0.png.json_3_1,tomato0.png.json_3_14,201.9356333092305,[311.  126.5],[184.  283.5]
tomato0.png.json_3_1,tomato0.png.json_2_15,74.24284477308234,[282.5  67. ],[208.5  61. ]
tomato0.png.json_3_1,tomato0.png.json_2_16,140.0,[354.  123.5],[438.  235.5]
tomato0.png.json_3_1,tomato0.png.json_2_17,195.0640920313116,[294.5 111. ],[135.5 224. ]
tomato0.png.json_3_1,tomato0.png.json_2_18,79.19595949289332,[301.  117.5],[245.  173.5]
tomato0.png.json_3_1,tomato0.png.json_2_19,198.3053201505194,[334.  130.5],[345.  328.5]
tomato0.png.json_1_2,tomato0.png.json_1_3,0.0,[325.  134.5],[325.  134.5]
tomato0.png.json_1_2,tomato0.png.json_1_4,26.476404589747453,[326.  145.5],[321.  171.5]
tomato0.png.json_1_2,tomato0.png.json_1_5,229.78685776170926,[326.  145.5],[307.  374.5]
tomato0.png.json_1_2,tomato0.png.json_1_6,10.770329614269007,[326.  145.5],[322.  155.5]
tomato0.png.json_1_2,tomato0.png.json_3_7,94.36630754670864,[325.  134.5],[304.   42.5]
tomato0.png.json_1_2,tomato0.png.json_3_8,99.84988733093293,[325.  134.5],[276.   47.5]
tomato0.png.json_1_2,tomato0.png.json_3_9,136.517398158623,[321.5 138. ],[222.5  44. ]
tomato0.png.json_1_2,tomato0.png.json_3_10,124.45882853377658,[324.5 135. ],[235.5  48. ]
tomato0.png.json_1_2,tomato0.png.json_3_11,208.21623375712088,[326.  145.5],[253.  340.5]
tomato0.png.json_1_2,tomato0.png.json_3_12,183.19934497699495,[326.  145.5],[235.  304.5]
tomato0.png.json_1_2,tomato0.png.json_3_13,182.8578683021324,[326.  145.5],[220.  294.5]
tomato0.png.json_1_2,tomato0.png.json_3_14,197.9898987322333,[324.5 144. ],[184.5 284. ]
tomato0.png.json_1_2,tomato0.png.json_2_15,136.74063039199433,[321.5 138. ],[208.5  61. ]
tomato0.png.json_1_2,tomato0.png.json_2_16,138.59292911256333,[335.5 142. ],[433.5 240. ]
tomato0.png.json_1_2,tomato0.png.json_2_17,203.1058837158589,[321.5 141. ],[137.5 227. ]
tomato0.png.json_1_2,tomato0.png.json_2_18,82.85529554590944,[321.5 141. ],[245.5 174. ]
tomato0.png.json_1_2,tomato0.png.json_2_19,183.46116755324545,[332.  145.5],[345.  328.5]
tomato0.png.json_1_3,tomato0.png.json_1_4,0.0,[247.5 164. ],[247.5 164. ]
tomato0.png.json_1_3,tomato0.png.json_1_5,199.32385707686876,[251.  167.5],[182.  354.5]
tomato0.png.json_1_3,tomato0.png.json_1_6,0.0,[253.  136.5],[253.  136.5]
tomato0.png.json_1_3,tomato0.png.json_3_7,85.58621384311844,[314.  127.5],[304.   42.5]
tomato0.png.json_1_3,tomato0.png.json_3_8,85.0,[274.  133.5],[274.   48.5]
tomato0.png.json_1_3,tomato0.png.json_3_9,94.14881836751856,[241.  137.5],[221.   45.5]
tomato0.png.json_1_3,tomato0.png.json_3_10,89.10667763978185,[249.  136.5],[235.   48.5]
tomato0.png.json_1_3,tomato0.png.json_3_11,172.00290695217916,[251.  167.5],[250.  339.5]
tomato0.png.json_1_3,tomato0.png.json_3_12,137.32079230764728,[251.  167.5],[232.  303.5]
tomato0.png.json_1_3,tomato0.png.json_3_13,129.6919426949878,[251.  167.5],[207.  289.5]
tomato0.png.json_1_3,tomato0.png.json_3_14,133.9589489358587,[251.  167.5],[184.  283.5]
tomato0.png.json_1_3,tomato0.png.json_2_15,77.80102827083971,[235.  140.5],[188.   78.5]
tomato0.png.json_1_3,tomato0.png.json_2_16,151.32085117392117,[325.5 134. ],[432.5 241. ]
